sample_id,fasta,sig,bam,group,species,gtf
SRR306790_GSM752643_mml_ts_M_2,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306790_GSM752643_mml_ts_M_2__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306790_GSM752643_mml_ts_M_2__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/macaque/single_end/STAR/SRR306790_GSM752643_mml_ts_M_2Aligned.sortedByCoord.out.bam,Testis,Macaque,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/macaque/single_end/reference_genome/Macaca_mulatta.Mmul_8.0.1.97.gtf
SRR306791_GSM752644_ppy_br_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306791_GSM752644_ppy_br_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306791_GSM752644_ppy_br_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306791_GSM752644_ppy_br_F_1Aligned.sortedByCoord.out.bam,Brain,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306793_GSM752646_ppy_cb_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306793_GSM752646_ppy_cb_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306793_GSM752646_ppy_cb_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306793_GSM752646_ppy_cb_F_1Aligned.sortedByCoord.out.bam,Cerebellum,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306794_GSM752647_ppy_ht_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306794_GSM752647_ppy_ht_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306794_GSM752647_ppy_ht_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306794_GSM752647_ppy_ht_F_1Aligned.sortedByCoord.out.bam,Heart,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306795_GSM752648_ppy_ht_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306795_GSM752648_ppy_ht_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306795_GSM752648_ppy_ht_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306795_GSM752648_ppy_ht_M_1Aligned.sortedByCoord.out.bam,Heart,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306796_GSM752649_ppy_kd_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306796_GSM752649_ppy_kd_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306796_GSM752649_ppy_kd_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306796_GSM752649_ppy_kd_F_1Aligned.sortedByCoord.out.bam,Kidney,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306797_GSM752650_ppy_kd_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306797_GSM752650_ppy_kd_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306797_GSM752650_ppy_kd_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306797_GSM752650_ppy_kd_M_1Aligned.sortedByCoord.out.bam,Kidney,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306798_GSM752651_ppy_lv_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306798_GSM752651_ppy_lv_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306798_GSM752651_ppy_lv_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306798_GSM752651_ppy_lv_F_1Aligned.sortedByCoord.out.bam,Liver,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306799_GSM752652_ppy_lv_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306799_GSM752652_ppy_lv_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306799_GSM752652_ppy_lv_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/single_end/STAR/SRR306799_GSM752652_ppy_lv_M_1Aligned.sortedByCoord.out.bam,Liver,Orangutan,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/orangutan/paired_end/reference_genome/Pongo_abelii.PPYG2.97.gtf
SRR306800_GSM752653_ggo_br_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306800_GSM752653_ggo_br_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306800_GSM752653_ggo_br_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306800_GSM752653_ggo_br_F_1Aligned.sortedByCoord.out.bam,Brain,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306802_GSM752655_ggo_cb_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306802_GSM752655_ggo_cb_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306802_GSM752655_ggo_cb_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306802_GSM752655_ggo_cb_F_1Aligned.sortedByCoord.out.bam,Cerebellum,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306803_GSM752656_ggo_cb_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306803_GSM752656_ggo_cb_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306803_GSM752656_ggo_cb_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306803_GSM752656_ggo_cb_M_1Aligned.sortedByCoord.out.bam,Cerebellum,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306804_GSM752657_ggo_ht_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306804_GSM752657_ggo_ht_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306804_GSM752657_ggo_ht_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306804_GSM752657_ggo_ht_F_1Aligned.sortedByCoord.out.bam,Heart,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306805_GSM752658_ggo_ht_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306805_GSM752658_ggo_ht_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306805_GSM752658_ggo_ht_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306805_GSM752658_ggo_ht_M_1Aligned.sortedByCoord.out.bam,Heart,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306806_GSM752659_ggo_kd_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306806_GSM752659_ggo_kd_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306806_GSM752659_ggo_kd_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306806_GSM752659_ggo_kd_F_1Aligned.sortedByCoord.out.bam,Kidney,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306807_GSM752660_ggo_kd_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306807_GSM752660_ggo_kd_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306807_GSM752660_ggo_kd_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306807_GSM752660_ggo_kd_M_1Aligned.sortedByCoord.out.bam,Kidney,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306808_GSM752661_ggo_lv_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306808_GSM752661_ggo_lv_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306808_GSM752661_ggo_lv_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306808_GSM752661_ggo_lv_F_1Aligned.sortedByCoord.out.bam,Liver,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306809_GSM752662_ggo_lv_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306809_GSM752662_ggo_lv_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306809_GSM752662_ggo_lv_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306809_GSM752662_ggo_lv_M_1Aligned.sortedByCoord.out.bam,Liver,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306810_GSM752663_ggo_ts_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306810_GSM752663_ggo_ts_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306810_GSM752663_ggo_ts_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/STAR/SRR306810_GSM752663_ggo_ts_M_1Aligned.sortedByCoord.out.bam,Testis,Gorilla,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/gorilla/single_end/reference_genome/Gorilla_gorilla.gorGor4.97.gtf
SRR306827_GSM752680_ppa_br_F_2,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306827_GSM752680_ppa_br_F_2__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306827_GSM752680_ppa_br_F_2__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306827_GSM752680_ppa_br_F_2Aligned.sortedByCoord.out.bam,Brain,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306828_GSM752681_ppa_br_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306828_GSM752681_ppa_br_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306828_GSM752681_ppa_br_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306828_GSM752681_ppa_br_M_1Aligned.sortedByCoord.out.bam,Brain,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306829_GSM752682_ppa_cb_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306829_GSM752682_ppa_cb_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306829_GSM752682_ppa_cb_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306829_GSM752682_ppa_cb_F_1Aligned.sortedByCoord.out.bam,Cerebellum,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306830_GSM752683_ppa_cb_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306830_GSM752683_ppa_cb_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306830_GSM752683_ppa_cb_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306830_GSM752683_ppa_cb_M_1Aligned.sortedByCoord.out.bam,Cerebellum,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306831_GSM752684_ppa_ht_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306831_GSM752684_ppa_ht_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306831_GSM752684_ppa_ht_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306831_GSM752684_ppa_ht_F_1Aligned.sortedByCoord.out.bam,Heart,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306832_GSM752685_ppa_ht_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306832_GSM752685_ppa_ht_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306832_GSM752685_ppa_ht_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306832_GSM752685_ppa_ht_M_1Aligned.sortedByCoord.out.bam,Heart,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306833_GSM752686_ppa_kd_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306833_GSM752686_ppa_kd_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306833_GSM752686_ppa_kd_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306833_GSM752686_ppa_kd_F_1Aligned.sortedByCoord.out.bam,Kidney,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306834_GSM752687_ppa_kd_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306834_GSM752687_ppa_kd_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306834_GSM752687_ppa_kd_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306834_GSM752687_ppa_kd_M_1Aligned.sortedByCoord.out.bam,Kidney,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306835_GSM752688_ppa_lv_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306835_GSM752688_ppa_lv_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306835_GSM752688_ppa_lv_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306835_GSM752688_ppa_lv_F_1Aligned.sortedByCoord.out.bam,Liver,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306836_GSM752689_ppa_lv_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306836_GSM752689_ppa_lv_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306836_GSM752689_ppa_lv_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306836_GSM752689_ppa_lv_M_1Aligned.sortedByCoord.out.bam,Liver,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306837_GSM752690_ppa_ts_M_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306837_GSM752690_ppa_ts_M_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306837_GSM752690_ppa_ts_M_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/STAR/SRR306837_GSM752690_ppa_ts_M_1Aligned.sortedByCoord.out.bam,Testis,Bonobo,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/bonobo/single_end/reference_genome/Pan_paniscus.panpan1.1.97.gtf
SRR306838_GSM752691_hsa_br_F_1,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_uniprot_opisthokonta/extract_coding/SRR306838_GSM752691_hsa_br_F_1__coding_reads_peptides.fasta,/home/olga/ibm_lg/kmer-hashing/brawand2011/kmermaid_existing_peptides_uniprot_opisthokonta/sketches_peptide/molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true/SRR306838_GSM752691_hsa_br_F_1__coding_reads_peptides_molecule-protein_ksize-27_log2sketchsize-14_trackabundance-true.sig,/home/olga/ibm_lg/kmer-hashing/brawand2011/nfcore-rnaseq/human/single_end/STAR/SRR306838_GSM752691_hsa_br_F_1Aligned.sortedByCoord.out.bam,Brain,Human,/home/olga/ibm_lg/czbiohub-reference/gencode/human/v30/gencode.v30.annotation.gtf
